행정구분,직종구분,데이터구분,년도,데이터
전남,한의사,만명당인원수,2011,2.3
전남,한의사,만명당인원수,2012,2.4
전남,한의사,만명당인원수,2013,2.51
전남,한의사,만명당인원수,2014,2.64
전남,한의사,만명당인원수,2015,2.57
전남,한의사,만명당인원수,2016,2.6
전남,한의사,만명당인원수,2017,4.05
전남,약사,인원수,2009,136
전남,약사,인원수,2010,140
전남,약사,인원수,2011,269
전남,약사,인원수,2012,174
전남,약사,인원수,2013,174
전남,약사,인원수,2014,184
전남,약사,인원수,2015,220
전남,약사,인원수,2016,226
전남,약사,인원수,2017,1236
전남,약사,만명당인원수,2009,0.7
전남,약사,만명당인원수,2010,0.7
전남,약사,만명당인원수,2011,1.4
전남,약사,만명당인원수,2012,0.9
전남,약사,만명당인원수,2013,0.9
전남,약사,만명당인원수,2014,0.95
전남,약사,만명당인원수,2015,1.13
전남,약사,만명당인원수,2016,1.17
전남,약사,만명당인원수,2017,6.41
전남,조산사,인원수,2009,19
전남,조산사,인원수,2010,26
전남,조산사,인원수,2011,18
전남,조산사,인원수,2012,18
전남,조산사,인원수,2013,11
전남,조산사,인원수,2014,12
전남,조산사,인원수,2015,14
전남,조산사,인원수,2016,13
전남,조산사,인원수,2017,3
전남,조산사,만명당인원수,2009,0.1
전남,조산사,만명당인원수,2010,0.1
전남,조산사,만명당인원수,2011,0.1
전남,조산사,만명당인원수,2012,0.1
전남,조산사,만명당인원수,2013,0.06
전남,조산사,만명당인원수,2014,0.06
전남,조산사,만명당인원수,2015,0.07
전남,조산사,만명당인원수,2016,0.07
전남,조산사,만명당인원수,2017,0.02
전남,간호사,인원수,2009,4995
전남,간호사,인원수,2010,5011
전남,간호사,인원수,2011,5218
전남,간호사,인원수,2012,5448
전남,간호사,인원수,2013,5305
전남,간호사,인원수,2014,6064
전남,간호사,인원수,2015,6167
전남,간호사,인원수,2016,6187
전남,간호사,인원수,2017,7556
전남,간호사,만명당인원수,2009,26.1
전남,간호사,만명당인원수,2010,26.1
전남,간호사,만명당인원수,2011,27.3
전남,간호사,만명당인원수,2012,28.2
전남,간호사,만명당인원수,2013,27.46
전남,간호사,만명당인원수,2014,31.35
전남,간호사,만명당인원수,2015,31.8
전남,간호사,만명당인원수,2016,31.96
전남,간호사,만명당인원수,2017,39.2
전남,간호조무사,인원수,2009,4910
전남,간호조무사,인원수,2010,5348
전남,간호조무사,인원수,2011,5695
전남,간호조무사,인원수,2012,5680
전남,간호조무사,인원수,2013,6139
전남,간호조무사,인원수,2014,5726
전남,간호조무사,인원수,2015,6373
전남,간호조무사,인원수,2016,6763
전남,간호조무사,인원수,2017,7483
전남,간호조무사,만명당인원수,2009,25.7
전남,간호조무사,만명당인원수,2010,27.9
전남,간호조무사,만명당인원수,2011,29.7
전남,간호조무사,만명당인원수,2012,29.4
전남,간호조무사,만명당인원수,2013,31.78
전남,간호조무사,만명당인원수,2014,29.61
전남,간호조무사,만명당인원수,2015,32.86
전남,간호조무사,만명당인원수,2016,34.94
전남,간호조무사,만명당인원수,2017,38.82
전남,의료기사,인원수,2009,3170
전남,의료기사,인원수,2010,3310
전남,의료기사,인원수,2011,3023
전남,의료기사,인원수,2012,3454
전남,의료기사,인원수,2013,3852
전남,의료기사,인원수,2014,3333
전남,의료기사,인원수,2015,3575
전남,의료기사,인원수,2016,3764
전남,의료기사,인원수,2017,17789
전남,의료기사,만명당인원수,2009,16.6
전남,의료기사,만명당인원수,2010,17.3
전남,의료기사,만명당인원수,2011,15.8
전남,의료기사,만명당인원수,2012,17.9
전남,의료기사,만명당인원수,2013,19.94
전남,의료기사,만명당인원수,2014,17.23
전남,의료기사,만명당인원수,2015,18.43
전남,의료기사,만명당인원수,2016,19.45
전남,의료기사,만명당인원수,2017,92.28
전남,의무기록사,인원수,2009,109
전남,의무기록사,인원수,2010,117
전남,의무기록사,인원수,2011,121
전남,의무기록사,인원수,2012,115
전남,의무기록사,인원수,2013,140
전남,의무기록사,인원수,2014,124
전남,의무기록사,인원수,2015,126
전남,의무기록사,인원수,2016,119
전남,의무기록사,인원수,2017,187
전남,의무기록사,만명당인원수,2009,0.6
전남,의무기록사,만명당인원수,2010,0.6
전남,의무기록사,만명당인원수,2011,0.6
전남,의무기록사,만명당인원수,2012,0.6
전남,의무기록사,만명당인원수,2013,0.72
전남,의무기록사,만명당인원수,2014,0.64
전남,의무기록사,만명당인원수,2015,0.65
전남,의무기록사,만명당인원수,2016,0.61
전남,의무기록사,만명당인원수,2017,0.97
경북,합계,인원수,2009,17626
경북,합계,인원수,2010,18682
경북,합계,인원수,2011,21241
경북,합계,인원수,2012,20015
경북,합계,인원수,2013,21316
경북,합계,인원수,2014,23198
경북,합계,인원수,2015,24106
경북,합계,인원수,2016,26362
경북,합계,인원수,2017,27217
경북,합계,만명당인원수,2009,66
경북,합계,만명당인원수,2010,69.5
경북,합계,만명당인원수,2011,78.7
경북,합계,만명당인원수,2012,73.1
경북,합계,만명당인원수,2013,78
경북,합계,만명당인원수,2014,84.4
경북,합계,만명당인원수,2015,88
경북,합계,만명당인원수,2016,96
경북,합계,만명당인원수,2017,99
경북,합계,인구수,2009,2669876
경북,합계,인구수,2010,2689920
경북,합계,인구수,2011,2699195
경북,합계,인구수,2012,2738420
경북,합계,인구수,2013,2742939
경북,합계,인구수,2014,2748599
경북,합계,인구수,2015,2752591
경북,합계,인구수,2016,2751749
경북,합계,인구수,2017,2745070
경북,상근의사,인원수,2009,2761
경북,상근의사,인원수,2010,2842
경북,상근의사,인원수,2011,3119
경북,상근의사,인원수,2012,3017
경북,상근의사,인원수,2013,3094
경북,상근의사,인원수,2014,3205
경북,상근의사,인원수,2015,3268
경북,상근의사,인원수,2016,3327
경북,상근의사,인원수,2017,3399
경북,상근의사,만명당인원수,2009,10.3
경북,상근의사,만명당인원수,2010,10.6
경북,상근의사,만명당인원수,2011,11.6
경북,상근의사,만명당인원수,2012,11
경북,상근의사,만명당인원수,2013,11.28
경북,상근의사,만명당인원수,2014,11.66
경북,상근의사,만명당인원수,2015,11.87
경북,상근의사,만명당인원수,2016,12.09
경북,상근의사,만명당인원수,2017,12.38
경북,비상근의사,인원수,2009,16
경북,비상근의사,인원수,2010,11
경북,비상근의사,인원수,2011,2
경북,비상근의사,인원수,2012,51
경북,비상근의사,인원수,2013,50
경북,비상근의사,인원수,2014,1
경북,비상근의사,인원수,2015,2
경북,비상근의사,인원수,2016,6
경북,비상근의사,인원수,2017,13
경북,비상근의사,만명당인원수,2009,0.1
경북,비상근의사,만명당인원수,2010,
경북,비상근의사,만명당인원수,2011,
경북,비상근의사,만명당인원수,2012,0.2
경북,비상근의사,만명당인원수,2013,0.18
경북,비상근의사,만명당인원수,2014,0
경북,비상근의사,만명당인원수,2015,0.01
경북,비상근의사,만명당인원수,2016,0.02
경북,비상근의사,만명당인원수,2017,0.05
경북,치과의사,인원수,2009,620
경북,치과의사,인원수,2010,647
경북,치과의사,인원수,2011,768
경북,치과의사,인원수,2012,752
경북,치과의사,인원수,2013,759
경북,치과의사,인원수,2014,797
경북,치과의사,인원수,2015,816
경북,치과의사,인원수,2016,863
경북,치과의사,인원수,2017,851
경북,치과의사,만명당인원수,2009,2.3
경북,치과의사,만명당인원수,2010,2.4
경북,치과의사,만명당인원수,2011,2.8
경북,치과의사,만명당인원수,2012,2.7
경북,치과의사,만명당인원수,2013,2.77
경북,치과의사,만명당인원수,2014,2.9
경북,치과의사,만명당인원수,2015,2.96
경북,치과의사,만명당인원수,2016,3.14
경북,치과의사,만명당인원수,2017,3.1
경북,한의사,인원수,2009,659
경북,한의사,인원수,2010,692
경북,한의사,인원수,2011,774
경북,한의사,인원수,2012,733
경북,한의사,인원수,2013,741
경북,한의사,인원수,2014,781
경북,한의사,인원수,2015,787
경북,한의사,인원수,2016,825
경북,한의사,인원수,2017,808
경북,한의사,만명당인원수,2009,0.2
경북,한의사,만명당인원수,2010,0.3
경북,한의사,만명당인원수,2011,2.9
경북,한의사,만명당인원수,2012,2.7
경북,한의사,만명당인원수,2013,2.7
경북,한의사,만명당인원수,2014,2.84
경북,한의사,만명당인원수,2015,2.86
경북,한의사,만명당인원수,2016,3
경북,한의사,만명당인원수,2017,2.94
경북,약사,인원수,2009,235
경북,약사,인원수,2010,373
경북,약사,인원수,2011,311
경북,약사,인원수,2012,244
경북,약사,인원수,2013,201
경북,약사,인원수,2014,222
경북,약사,인원수,2015,228
경북,약사,인원수,2016,431
경북,약사,인원수,2017,457
경북,약사,만명당인원수,2009,0.9
경북,약사,만명당인원수,2010,1.4
경북,약사,만명당인원수,2011,1.2
경북,약사,만명당인원수,2012,0.9
경북,약사,만명당인원수,2013,0.73
경북,약사,만명당인원수,2014,0.81
경북,약사,만명당인원수,2015,0.83
경북,약사,만명당인원수,2016,1.57
경북,약사,만명당인원수,2017,1.66
경북,조산사,인원수,2009,37
경북,조산사,인원수,2010,24
경북,조산사,인원수,2011,39
경북,조산사,인원수,2012,37
경북,조산사,인원수,2013,13
경북,조산사,인원수,2014,17
경북,조산사,인원수,2015,20
경북,조산사,인원수,2016,27
경북,조산사,인원수,2017,24
경북,조산사,만명당인원수,2009,0.1
경북,조산사,만명당인원수,2010,0.1
경북,조산사,만명당인원수,2011,0.1
경북,조산사,만명당인원수,2012,0.1
경북,조산사,만명당인원수,2013,0.05
경북,조산사,만명당인원수,2014,0.06
경북,조산사,만명당인원수,2015,0.07
경북,조산사,만명당인원수,2016,0.1
경북,조산사,만명당인원수,2017,0.09
경북,간호사,인원수,2009,5032
경북,간호사,인원수,2010,5158
경북,간호사,인원수,2011,6378
경북,간호사,인원수,2012,5458
경북,간호사,인원수,2013,6236
경북,간호사,인원수,2014,6592
경북,간호사,인원수,2015,6823
경북,간호사,인원수,2016,7463
경북,간호사,인원수,2017,7753
경북,간호사,만명당인원수,2009,18.8
경북,간호사,만명당인원수,2010,19.2
경북,간호사,만명당인원수,2011,23.6
경북,간호사,만명당인원수,2012,19.9
경북,간호사,만명당인원수,2013,22.73
경북,간호사,만명당인원수,2014,23.98
경북,간호사,만명당인원수,2015,24.79
경북,간호사,만명당인원수,2016,27.12
경북,간호사,만명당인원수,2017,28.24
경북,간호조무사,인원수,2009,5085
경북,간호조무사,인원수,2010,5521
경북,간호조무사,인원수,2011,6240
경북,간호조무사,인원수,2012,6105
경북,간호조무사,인원수,2013,6433
경북,간호조무사,인원수,2014,7165
경북,간호조무사,인원수,2015,7559
경북,간호조무사,인원수,2016,8438
경북,간호조무사,인원수,2017,8671
경북,간호조무사,만명당인원수,2009,19
경북,간호조무사,만명당인원수,2010,20.5
경북,간호조무사,만명당인원수,2011,23.1
경북,간호조무사,만명당인원수,2012,22.3
경북,간호조무사,만명당인원수,2013,23.45
경북,간호조무사,만명당인원수,2014,26.07
경북,간호조무사,만명당인원수,2015,27.46
경북,간호조무사,만명당인원수,2016,30.66
경북,간호조무사,만명당인원수,2017,31.59
경북,의료기사,인원수,2009,3056
경북,의료기사,인원수,2010,3272
경북,의료기사,인원수,2011,3471
경북,의료기사,인원수,2012,3480
경북,의료기사,인원수,2013,3629
경북,의료기사,인원수,2014,4205
경북,의료기사,인원수,2015,4394
경북,의료기사,인원수,2016,4759
경북,의료기사,인원수,2017,5025
경북,의료기사,만명당인원수,2009,11.4
경북,의료기사,만명당인원수,2010,12.2
경북,의료기사,만명당인원수,2011,12.9
경북,의료기사,만명당인원수,2012,12.7
경북,의료기사,만명당인원수,2013,13.23
경북,의료기사,만명당인원수,2014,15.3
경북,의료기사,만명당인원수,2015,15.96
경북,의료기사,만명당인원수,2016,17.29
경북,의료기사,만명당인원수,2017,18.31
경북,의무기록사,인원수,2009,125
경북,의무기록사,인원수,2010,142
경북,의무기록사,인원수,2011,139
경북,의무기록사,인원수,2012,138
경북,의무기록사,인원수,2013,160
경북,의무기록사,인원수,2014,213
경북,의무기록사,인원수,2015,209
경북,의무기록사,인원수,2016,223
경북,의무기록사,인원수,2017,216
경북,의무기록사,만명당인원수,2009,0.5
경북,의무기록사,만명당인원수,2010,0.5
경북,의무기록사,만명당인원수,2011,0.5
경북,의무기록사,만명당인원수,2012,0.5
경북,의무기록사,만명당인원수,2013,0.58
경북,의무기록사,만명당인원수,2014,0.77
경북,의무기록사,만명당인원수,2015,0.76
경북,의무기록사,만명당인원수,2016,0.81
경북,의무기록사,만명당인원수,2017,0.79
경남,합계,인원수,2009,25857
경남,합계,인원수,2010,27038
경남,합계,인원수,2011,27842
경남,합계,인원수,2012,28723
경남,합계,인원수,2013,28464
경남,합계,인원수,2014,30266
경남,합계,인원수,2015,31162
경남,합계,인원수,2016,35781
경남,합계,인원수,2017,38634
경남,합계,만명당인원수,2009,79.6
경남,합계,만명당인원수,2010,82.2
경남,합계,만명당인원수,2011,84.1
경남,합계,만명당인원수,2012,84.9
경남,합계,만명당인원수,2013,84
경남,합계,만명당인원수,2014,88.29
경남,합계,만명당인원수,2015,90
경남,합계,만명당인원수,2016,104
경남,합계,만명당인원수,2017,112
경남,합계,인구수,2009,3250176
경남,합계,인구수,2010,3290536
경남,합계,인구수,2011,3308765
경남,합계,인구수,2012,3383685
경남,합계,인구수,2013,3402946
경남,합계,인구수,2014,3428035
경남,합계,인구수,2015,3447018
경남,합계,인구수,2016,3454892
경남,합계,인구수,2017,3455540
경남,상근의사,인원수,2009,3841
경남,상근의사,인원수,2010,3996
경남,상근의사,인원수,2011,4338
경남,상근의사,인원수,2012,4232
경남,상근의사,인원수,2013,4274
경남,상근의사,인원수,2014,4369
경남,상근의사,인원수,2015,4758
경남,상근의사,인원수,2016,5056
경남,상근의사,인원수,2017,5129
경남,상근의사,만명당인원수,2009,11.8
경남,상근의사,만명당인원수,2010,12.1
경남,상근의사,만명당인원수,2011,13.1
경남,상근의사,만명당인원수,2012,12.5
경남,상근의사,만명당인원수,2013,12.56
경남,상근의사,만명당인원수,2014,12.74
경남,상근의사,만명당인원수,2015,13.8
경남,상근의사,만명당인원수,2016,14.63
경남,상근의사,만명당인원수,2017,14.84
경남,비상근의사,인원수,2009,11
경남,비상근의사,인원수,2010,12
경남,비상근의사,인원수,2011,8
경남,비상근의사,인원수,2012,8
경남,비상근의사,인원수,2013,9
경남,비상근의사,인원수,2014,0
경남,비상근의사,인원수,2015,53
경남,비상근의사,인원수,2016,57
경남,비상근의사,인원수,2017,67
경남,비상근의사,만명당인원수,2009,
경남,비상근의사,만명당인원수,2010,
경남,비상근의사,만명당인원수,2011,
경남,비상근의사,만명당인원수,2012,0
경남,비상근의사,만명당인원수,2013,0.03
경남,비상근의사,만명당인원수,2014,0
경남,비상근의사,만명당인원수,2015,0.15
경남,비상근의사,만명당인원수,2016,0.16
경남,비상근의사,만명당인원수,2017,0.19
경남,치과의사,인원수,2009,1164
경남,치과의사,인원수,2010,1005
경남,치과의사,인원수,2011,948
경남,치과의사,인원수,2012,1079
경남,치과의사,인원수,2013,1052
경남,치과의사,인원수,2014,1085
경남,치과의사,인원수,2015,1200
경남,치과의사,인원수,2016,1350
경남,치과의사,인원수,2017,1366
경남,치과의사,만명당인원수,2009,3.6
경남,치과의사,만명당인원수,2010,3.1
경남,치과의사,만명당인원수,2011,2.9
경남,치과의사,만명당인원수,2012,3.2
경남,치과의사,만명당인원수,2013,3.09
경남,치과의사,만명당인원수,2014,3.17
경남,치과의사,만명당인원수,2015,3.48
경남,치과의사,만명당인원수,2016,3.91
경남,치과의사,만명당인원수,2017,3.95
경남,한의사,인원수,2009,811
경남,한의사,인원수,2010,811
경남,한의사,인원수,2011,784
경남,한의사,인원수,2012,896
경남,한의사,인원수,2013,892
경남,한의사,인원수,2014,967
경남,한의사,인원수,2015,1005
경남,한의사,인원수,2016,1023
경남,한의사,인원수,2017,1084
경남,한의사,만명당인원수,2009,0.2
경남,한의사,만명당인원수,2010,0.2
경남,한의사,만명당인원수,2011,2.4
경남,한의사,만명당인원수,2012,2.6
경남,한의사,만명당인원수,2013,2.62
경남,한의사,만명당인원수,2014,2.82
경남,한의사,만명당인원수,2015,2.92
경남,한의사,만명당인원수,2016,2.96
경남,한의사,만명당인원수,2017,3.14
경남,약사,인원수,2009,212
경남,약사,인원수,2010,237
경남,약사,인원수,2011,270
경남,약사,인원수,2012,311
경남,약사,인원수,2013,294
경남,약사,인원수,2014,305
경남,약사,인원수,2015,323
경남,약사,인원수,2016,384
경남,약사,인원수,2017,406
경남,약사,만명당인원수,2009,0.7
경남,약사,만명당인원수,2010,0.7
경남,약사,만명당인원수,2011,0.8
경남,약사,만명당인원수,2012,0.9
경남,약사,만명당인원수,2013,0.86
경남,약사,만명당인원수,2014,0.89
경남,약사,만명당인원수,2015,0.94
경남,약사,만명당인원수,2016,1.11
경남,약사,만명당인원수,2017,1.17
경남,조산사,인원수,2009,17
경남,조산사,인원수,2010,16
경남,조산사,인원수,2011,17
경남,조산사,인원수,2012,16
경남,조산사,인원수,2013,9
경남,조산사,인원수,2014,3
경남,조산사,인원수,2015,5
경남,조산사,인원수,2016,5
경남,조산사,인원수,2017,5
경남,조산사,만명당인원수,2009,0.1
경남,조산사,만명당인원수,2010,
경남,조산사,만명당인원수,2011,0.1
경남,조산사,만명당인원수,2012,0
경남,조산사,만명당인원수,2013,0.03
경남,조산사,만명당인원수,2014,0.01
경남,조산사,만명당인원수,2015,0.01
경남,조산사,만명당인원수,2016,0.01
경남,조산사,만명당인원수,2017,0.01
경남,간호사,인원수,2009,6564
경남,간호사,인원수,2010,7679
경남,간호사,인원수,2011,7865
경남,간호사,인원수,2012,8215
경남,간호사,인원수,2013,8426
경남,간호사,인원수,2014,8901
경남,간호사,인원수,2015,9626
경남,간호사,인원수,2016,10737
경남,간호사,인원수,2017,11364
경남,간호사,만명당인원수,2009,20.2
경남,간호사,만명당인원수,2010,23.3
경남,간호사,만명당인원수,2011,23.8
경남,간호사,만명당인원수,2012,24.3
경남,간호사,만명당인원수,2013,24.76
경남,간호사,만명당인원수,2014,25.97
경남,간호사,만명당인원수,2015,27.93
경남,간호사,만명당인원수,2016,31.08
경남,간호사,만명당인원수,2017,32.89
경남,간호조무사,인원수,2009,8395
경남,간호조무사,인원수,2010,7856
경남,간호조무사,인원수,2011,8005
경남,간호조무사,인원수,2012,8332
경남,간호조무사,인원수,2013,7949
경남,간호조무사,인원수,2014,8796
경남,간호조무사,인원수,2015,8466
경남,간호조무사,인원수,2016,10004
경남,간호조무사,인원수,2017,11254
경남,간호조무사,만명당인원수,2009,25.8
경남,간호조무사,만명당인원수,2010,23.9
경남,간호조무사,만명당인원수,2011,24.2
경남,간호조무사,만명당인원수,2012,24.6
경남,간호조무사,만명당인원수,2013,23.36
경남,간호조무사,만명당인원수,2014,25.66
경남,간호조무사,만명당인원수,2015,24.56
경남,간호조무사,만명당인원수,2016,28.96
경남,간호조무사,만명당인원수,2017,32.57
경남,의료기사,인원수,2009,4656
경남,의료기사,인원수,2010,5157
경남,의료기사,인원수,2011,5340
경남,의료기사,인원수,2012,5370
경남,의료기사,인원수,2013,5184
경남,의료기사,인원수,2014,5497
경남,의료기사,인원수,2015,5459
경남,의료기사,인원수,2016,6893
경남,의료기사,인원수,2017,7656
경남,의료기사,만명당인원수,2009,14.3
경남,의료기사,만명당인원수,2010,15.7
경남,의료기사,만명당인원수,2011,16.1
경남,의료기사,만명당인원수,2012,15.9
경남,의료기사,만명당인원수,2013,15.23
경남,의료기사,만명당인원수,2014,16.04
경남,의료기사,만명당인원수,2015,15.84
경남,의료기사,만명당인원수,2016,19.95
경남,의료기사,만명당인원수,2017,22.16
경남,의무기록사,인원수,2009,186
경남,의무기록사,인원수,2010,269
경남,의무기록사,인원수,2011,267
경남,의무기록사,인원수,2012,264
경남,의무기록사,인원수,2013,375
경남,의무기록사,인원수,2014,343
경남,의무기록사,인원수,2015,267
경남,의무기록사,인원수,2016,272
경남,의무기록사,인원수,2017,303
경남,의무기록사,만명당인원수,2009,0.6
경남,의무기록사,만명당인원수,2010,0.8
경남,의무기록사,만명당인원수,2011,0.8
경남,의무기록사,만명당인원수,2012,0.8
경남,의무기록사,만명당인원수,2013,1.1
경남,의무기록사,만명당인원수,2014,1
경남,의무기록사,만명당인원수,2015,0.77
경남,의무기록사,만명당인원수,2016,0.79
경남,의무기록사,만명당인원수,2017,0.88
제주,합계,인원수,2009,4116
제주,합계,인원수,2010,4746
제주,합계,인원수,2011,4695
제주,합계,인원수,2012,5820
제주,합계,인원수,2013,6607
제주,합계,인원수,2014,6742
제주,합계,인원수,2015,6369
제주,합계,인원수,2016,6930
제주,합계,인원수,2017,7069
제주,합계,만명당인원수,2009,72.5
제주,합계,만명당인원수,2010,83.1
제주,합계,만명당인원수,2011,81.5
제주,합계,만명당인원수,2012,98.2
제주,합계,만명당인원수,2013,109
제주,합계,만명당인원수,2014,108.47
제주,합계,만명당인원수,2015,99
제주,합계,만명당인원수,2016,105
제주,합계,만명당인원수,2017,104
제주,합계,인구수,2009,567913
제주,합계,인구수,2010,571255
제주,합계,인구수,2011,576156
제주,합계,인구수,2012,592449
제주,합계,인구수,2013,604670
제주,합계,인구수,2014,621550
제주,합계,인구수,2015,641355
제주,합계,인구수,2016,661190
제주,합계,인구수,2017,678772
제주,상근의사,인원수,2009,736
제주,상근의사,인원수,2010,744
제주,상근의사,인원수,2011,757
제주,상근의사,인원수,2012,969
제주,상근의사,인원수,2013,1006
제주,상근의사,인원수,2014,1044
제주,상근의사,인원수,2015,1057
제주,상근의사,인원수,2016,1023
제주,상근의사,인원수,2017,1203
제주,상근의사,만명당인원수,2009,13
제주,상근의사,만명당인원수,2010,13
제주,상근의사,만명당인원수,2011,13.1
제주,상근의사,만명당인원수,2012,16.4
제주,상근의사,만명당인원수,2013,16.64
제주,상근의사,만명당인원수,2014,16.8
제주,상근의사,만명당인원수,2015,16.48
제주,상근의사,만명당인원수,2016,15.47
제주,상근의사,만명당인원수,2017,17.72
제주,비상근의사,인원수,2009,
제주,비상근의사,인원수,2010,
제주,비상근의사,인원수,2011,0
제주,비상근의사,인원수,2012,0
제주,비상근의사,인원수,2013,
제주,비상근의사,인원수,2014,0
제주,비상근의사,인원수,2015,0
제주,비상근의사,인원수,2016,0
제주,비상근의사,인원수,2017,0
제주,비상근의사,만명당인원수,2009,
제주,비상근의사,만명당인원수,2010,
제주,비상근의사,만명당인원수,2011,0
제주,비상근의사,만명당인원수,2012,0
제주,비상근의사,만명당인원수,2013,0
제주,비상근의사,만명당인원수,2014,0
제주,비상근의사,만명당인원수,2015,0
제주,비상근의사,만명당인원수,2016,0
제주,비상근의사,만명당인원수,2017,0
제주,치과의사,인원수,2009,164
제주,치과의사,인원수,2010,174
제주,치과의사,인원수,2011,177
제주,치과의사,인원수,2012,199
제주,치과의사,인원수,2013,188
제주,치과의사,인원수,2014,209
제주,치과의사,인원수,2015,217
제주,치과의사,인원수,2016,246
제주,치과의사,인원수,2017,253
제주,치과의사,만명당인원수,2009,2.9
제주,치과의사,만명당인원수,2010,3
제주,치과의사,만명당인원수,2011,3.1
제주,치과의사,만명당인원수,2012,3.4
제주,치과의사,만명당인원수,2013,3.11
제주,치과의사,만명당인원수,2014,3.36
제주,치과의사,만명당인원수,2015,3.38
제주,치과의사,만명당인원수,2016,3.72
제주,치과의사,만명당인원수,2017,3.73
제주,한의사,인원수,2009,128
제주,한의사,인원수,2010,139
제주,한의사,인원수,2011,142
제주,한의사,인원수,2012,183
제주,한의사,인원수,2013,179
제주,한의사,인원수,2014,241
제주,한의사,인원수,2015,182
제주,한의사,인원수,2016,195
제주,한의사,인원수,2017,212
제주,한의사,만명당인원수,2009,0.2
제주,한의사,만명당인원수,2010,0.2
제주,한의사,만명당인원수,2011,2.5
제주,한의사,만명당인원수,2012,3.1
제주,한의사,만명당인원수,2013,2.96
제주,한의사,만명당인원수,2014,3.88
제주,한의사,만명당인원수,2015,2.84
제주,한의사,만명당인원수,2016,2.95
제주,한의사,만명당인원수,2017,3.12
제주,약사,인원수,2009,15
제주,약사,인원수,2010,22
제주,약사,인원수,2011,24
제주,약사,인원수,2012,285
제주,약사,인원수,2013,38
제주,약사,인원수,2014,34
제주,약사,인원수,2015,35
제주,약사,인원수,2016,38
제주,약사,인원수,2017,40
제주,약사,만명당인원수,2009,0.3
제주,약사,만명당인원수,2010,0.4
제주,약사,만명당인원수,2011,0.4
제주,약사,만명당인원수,2012,4.8
제주,약사,만명당인원수,2013,0.63
제주,약사,만명당인원수,2014,0.55
제주,약사,만명당인원수,2015,0.55
제주,약사,만명당인원수,2016,0.57
제주,약사,만명당인원수,2017,0.59
제주,조산사,인원수,2009,7
제주,조산사,인원수,2010,7
제주,조산사,인원수,2011,7
제주,조산사,인원수,2012,10
제주,조산사,인원수,2013,
제주,조산사,인원수,2014,
제주,조산사,인원수,2015,0
제주,조산사,인원수,2016,0
제주,조산사,인원수,2017,0
제주,조산사,만명당인원수,2009,0.1
제주,조산사,만명당인원수,2010,0.1
제주,조산사,만명당인원수,2011,0.1
제주,조산사,만명당인원수,2012,0.2
제주,조산사,만명당인원수,2013,0
제주,조산사,만명당인원수,2014,
제주,조산사,만명당인원수,2015,0
제주,조산사,만명당인원수,2016,0
제주,조산사,만명당인원수,2017,0
제주,간호사,인원수,2009,1464
제주,간호사,인원수,2010,1651
제주,간호사,인원수,2011,1892
제주,간호사,인원수,2012,1856
제주,간호사,인원수,2013,2204
제주,간호사,인원수,2014,2210
제주,간호사,인원수,2015,2221
제주,간호사,인원수,2016,2316
제주,간호사,인원수,2017,2396
제주,간호사,만명당인원수,2009,25.8
제주,간호사,만명당인원수,2010,28.9
제주,간호사,만명당인원수,2011,32.8
제주,간호사,만명당인원수,2012,31.3
제주,간호사,만명당인원수,2013,36.45
제주,간호사,만명당인원수,2014,35.56
제주,간호사,만명당인원수,2015,34.63
제주,간호사,만명당인원수,2016,35.03
제주,간호사,만명당인원수,2017,35.3
제주,간호조무사,인원수,2009,987
제주,간호조무사,인원수,2010,1029
제주,간호조무사,인원수,2011,934
제주,간호조무사,인원수,2012,1101
제주,간호조무사,인원수,2013,1393
제주,간호조무사,인원수,2014,1405
제주,간호조무사,인원수,2015,1294
제주,간호조무사,인원수,2016,1563
제주,간호조무사,인원수,2017,1454
제주,간호조무사,만명당인원수,2009,17.4
제주,간호조무사,만명당인원수,2010,18
제주,간호조무사,만명당인원수,2011,16.2
제주,간호조무사,만명당인원수,2012,18.6
제주,간호조무사,만명당인원수,2013,23.04
제주,간호조무사,만명당인원수,2014,22.6
제주,간호조무사,만명당인원수,2015,20.18
제주,간호조무사,만명당인원수,2016,23.64
제주,간호조무사,만명당인원수,2017,21.42
제주,의료기사,인원수,2009,615
제주,의료기사,인원수,2010,978
제주,의료기사,인원수,2011,760
제주,의료기사,인원수,2012,1195
제주,의료기사,인원수,2013,1594
제주,의료기사,인원수,2014,1594
제주,의료기사,인원수,2015,1335
제주,의료기사,인원수,2016,1465
제주,의료기사,인원수,2017,1451
제주,의료기사,만명당인원수,2009,10.8
제주,의료기사,만명당인원수,2010,17.1
제주,의료기사,만명당인원수,2011,13.2
제주,의료기사,만명당인원수,2012,20.2
제주,의료기사,만명당인원수,2013,26.36
제주,의료기사,만명당인원수,2014,25.65
제주,의료기사,만명당인원수,2015,20.82
제주,의료기사,만명당인원수,2016,22.16
제주,의료기사,만명당인원수,2017,21.38
제주,의무기록사,인원수,2009,
제주,의무기록사,인원수,2010,2
제주,의무기록사,인원수,2011,2
제주,의무기록사,인원수,2012,22
제주,의무기록사,인원수,2013,5
제주,의무기록사,인원수,2014,5
제주,의무기록사,인원수,2015,28
제주,의무기록사,인원수,2016,84
제주,의무기록사,인원수,2017,60
제주,의무기록사,만명당인원수,2009,
제주,의무기록사,만명당인원수,2010,
제주,의무기록사,만명당인원수,2011,0
제주,의무기록사,만명당인원수,2012,0.4
